68378	px	a.3.1.6	d1kb0a1	1kb0 A:579-675
73056	px	a.3.1.6	d1kv9a1	1kv9 A:561-664
104258	px	a.3.1.3	d1ppjd1	1ppj D:1-195
15956	px	a.3.1.3	d1qcrd2	1qcr D:167-195
91200	px	a.3.1.4	d1m70a1	1m70 A:1-92
91201	px	a.3.1.4	d1m70a2	1m70 A:93-190
83454	px	a.3.1.4	d1h1oa1	1h1o A:12-93
83455	px	a.3.1.4	d1h1oa2	1h1o A:94-183
15966	px	a.3.1.4	d1fcdc1	1fcd C:1-80
15967	px	a.3.1.4	d1fcdc2	1fcd C:81-174
76618	px	a.3.1.8	d1h32a1	1h32 A:1-150
76619	px	a.3.1.8	d1h32a2	1h32 A:151-261
66266	px	a.3.1.5	d1iqca1	1iqc A:1-150
66267	px	a.3.1.5	d1iqca2	1iqc A:151-308
94417	px	a.3.1.7	d1pbya1	1pby A:1-85
94418	px	a.3.1.7	d1pbya2	1pby A:86-165
66901	px	a.3.1.7	d1jmxa1	1jmx A:2-85
15980	px	a.4.1.1	d1akha_	1akh A:
77270	px	a.4.1.1	d1k61a_	1k61 A:
15989	px	a.4.1.1	d1lfba_	1lfb A:
59197	px	a.4.1.1	d1e3oc1	1e3o C:104-160
95131	px	a.4.1.1	d1pufa_	1puf A:
95132	px	a.4.1.1	d1pufb_	1puf B:
16003	px	a.4.1.1	d1bw5a_	1bw5 A:
16015	px	a.4.1.1	d1nk2p_	1nk2 P:
79150	px	a.4.1.1	d1mija_	1mij A:
107853	px	a.4.1.1	d1uhsa_	1uhs A:
114635	px	a.4.1.1	d1wh7a_	1wh7 A:
132104	px	a.4.1.1	d2ecca1	2ecc A:1-76
112044	px	a.4.1.1	d1s7ea1	1s7e A:103-152
121676	px	a.4.1.1	d1x41a1	1x41 A:8-54
121645	px	a.4.1.1	d1x2ma1	1x2m A:8-59
121705	px	a.4.1.1	d1x58a1	1x58 A:8-56
130809	px	a.4.1.1	d2cufa1	2cuf A:8-89
146789	px	a.4.1.1	d2ecba1	2ecb A:8-83
66171	px	a.4.1.2	d1ijwc_	1ijw C:
16021	px	a.4.1.2	d1gdta1	1gdt A:141-183
16025	px	a.4.1.2	d1tc3c_	1tc3 C:
107713	px	a.4.1.2	d1u78a2	1u78 A:55-104
16026	px	a.4.1.2	d2ezla_	2ezl A:
16028	px	a.4.1.2	d2ezia_	2ezi A:
83338	px	a.4.1.3	d1gvda_	1gvd A:
83336	px	a.4.1.3	d1gv2a2	1gv2 A:144-190
59803	px	a.4.1.3	d1fexa_	1fex A:
92826	px	a.4.1.3	d1ofcx1	1ofc X:799-850
107823	px	a.4.1.3	d1ug2a_	1ug2 A:
114626	px	a.4.1.3	d1wgxa_	1wgx A:
130739	px	a.4.1.3	d2crga1	2crg A:8-64
137739	px	a.4.1.3	d2iw5b1	2iw5 B:376-440
130540	px	a.4.1.3	d2cjja1	2cjj A:8-70
130728	px	a.4.1.3	d2cqqa1	2cqq A:8-66
130729	px	a.4.1.3	d2cqra1	2cqr A:7-66
121850	px	a.4.1.3	d1xc5a1	1xc5 A:413-480
130805	px	a.4.1.3	d2cu7a1	2cu7 A:8-72
146411	px	a.4.1.3	d2ckxa1	2ckx A:578-660
92827	px	a.4.1.13	d1ofcx2	1ofc X:851-978
76772	px	a.4.1.11	d1irza_	1irz A:
114072	px	a.4.1.4	d1w0ua_	1w0u A:
68255	px	a.4.1.5	d1k78a1	1k78 A:19-81
68256	px	a.4.1.5	d1k78a2	1k78 A:82-142
16048	px	a.4.1.6	d1igna1	1ign A:360-445
16049	px	a.4.1.6	d1igna2	1ign A:446-594
65854	px	a.4.1.7	d1hlva1	1hlv A:1-66
65855	px	a.4.1.7	d1hlva2	1hlv A:67-131
71439	px	a.4.1.7	d1iufa1	1iuf A:-2-75
71440	px	a.4.1.7	d1iufa2	1iuf A:76-141
18978	px	a.4.1.12	d1etxa_	1etx A:
19004	px	a.4.1.12	d1ntca_	1ntc A:
99625	px	a.4.1.12	d1umqa_	1umq A:
60224	px	a.4.1.12	d1g2ha_	1g2h A:
16053	px	a.4.1.8	d1bl0a1	1bl0 A:9-62
16054	px	a.4.1.8	d1bl0a2	1bl0 A:63-124
16056	px	a.4.1.8	d1d5ya2	1d5y A:57-121
153230	px	a.4.1.9	d2vkva1	2vkv A:6-67
67247	px	a.4.1.9	d1jt6a1	1jt6 A:2-72
100720	px	a.4.1.9	d1vi0a1	1vi0 A:6-77
97623	px	a.4.1.9	d1rkta1	1rkt A:2-82
106428	px	a.4.1.9	d1t56a1	1t56 A:22-94
107856	px	a.4.1.9	d1ui5a1	1ui5 A:5-75
106295	px	a.4.1.9	d1t33a1	1t33 A:1-88
105537	px	a.4.1.9	d1sgma1	1sgm A:5-77
133937	px	a.4.1.9	d2fq4a1	2fq4 A:9-77
134558	px	a.4.1.9	d2g3ba1	2g3b A:2-73
137261	px	a.4.1.9	d2id3a1	2id3 A:13-80
124334	px	a.4.1.9	d1z0xa1	1z0x A:4-71
136960	px	a.4.1.9	d2i10a1	2i10 A:10-78
133291	px	a.4.1.9	d2fd5a1	2fd5 A:1-76
138424	px	a.4.1.9	d2np5a1	2np5 A:9-77
125177	px	a.4.1.9	d1zk8a1	1zk8 A:6-77
135101	px	a.4.1.9	d2gfna1	2gfn A:4-80
134732	px	a.4.1.9	d2g7ga1	2g7g A:9-73
134269	px	a.4.1.9	d2fx0a1	2fx0 A:4-76
134734	px	a.4.1.9	d2g7la1	2g7l A:16-83
135062	px	a.4.1.9	d2gena1	2gen A:6-75
131313	px	a.4.1.9	d2d6ya1	2d6y A:7-74
133256	px	a.4.1.9	d2fbqa1	2fbq A:2-80
138420	px	a.4.1.9	d2np3a1	2np3 A:35-99
147624	px	a.4.1.9	d2id6a1	2id6 A:1-75
134737	px	a.4.1.9	d2g7sa1	2g7s A:3-76
147801	px	a.4.1.9	d2iu5a1	2iu5 A:1-71
147456	px	a.4.1.9	d2hyja1	2hyj A:8-82
147302	px	a.4.1.9	d2hkua1	2hku A:18-87
148778	px	a.4.1.9	d2oi8a1	2oi8 A:8-86
148670	px	a.4.1.9	d2o7ta1	2o7t A:1-78
155807	px	a.4.1.9	d3c07a1	3c07 A:15-89
105075	px	a.4.1.14	d1rr7a_	1rr7 A:
130673	px	a.4.1.15	d2coba1	2cob A:8-70
134850	px	a.4.1.16	d2ga1a1	2ga1 A:1-102
127069	px	a.4.1.17	d2ao9a1	2ao9 A:13-132
133936	px	a.4.1.18	d2fq3a1	2fq3 A:311-395
127180	px	a.4.1.18	d2aqfa1	2aqf A:2-90
146594	px	a.4.1.18	d2dw4a1	2dw4 A:172-273
148144	px	a.4.1.19	d2jn6a1	2jn6 A:1-89
148573	px	a.4.1.20	d2o3fa1	2o3f A:1-83
16073	px	a.4.2.1	d1sfea1	1sfe A:93-176
16078	px	a.4.2.1	d1mgta1	1mgt A:89-169
16079	px	a.4.3.1	d1c20a_	1c20 A:
62364	px	a.4.3.1	d1ig6a_	1ig6 A:
72662	px	a.4.3.1	d1kkxa_	1kkx A:
16083	px	a.4.5.1	d1biaa1	1bia A:1-63
71592	px	a.4.5.1	d1j5ya1	1j5y A:3-67
63057	px	a.4.5.2	d1jhfa1	1jhf A:2-72
16087	px	a.4.5.3	d1aoya_	1aoy A:
149249	px	a.4.5.3	d2p5ka1	2p5k A:2-64
131708	px	a.4.5.38	d2dt5a1	2dt5 A:4-77
83669	px	a.4.5.4	d1i5za1	1i5z A:138-206
16107	px	a.4.5.4	d1ft9a1	1ft9 A:134-213
128458	px	a.4.5.4	d2bgca1	2bgc A:138-237
134894	px	a.4.5.4	d2gaua1	2gau A:152-232
125815	px	a.4.5.4	d1zyba1	1zyb A:148-220
158022	px	a.4.5.4	d3e5ua1	3e5u A:148-227
131028	px	a.4.5.32	d2cyya1	2cyy A:5-64
130417	px	a.4.5.32	d2cg4a1	2cg4 A:4-66
130395	px	a.4.5.32	d2cfxa1	2cfx A:1-63
104769	px	a.4.5.5	d1r1ta_	1r1t A:
104771	px	a.4.5.5	d1r1ua_	1r1u A:
116310	px	a.4.5.5	d1y0ua_	1y0u A:
119487	px	a.4.5.5	d1u2wa1	1u2w A:12-119
79242	px	a.4.5.33	d1mkma1	1mkm A:1-75
66683	px	a.4.5.28	d1jgsa_	1jgs A:
78035	px	a.4.5.28	d1lj9a_	1lj9 A:
157600	px	a.4.5.28	d3deua1	3deu A:2-141
61237	px	a.4.5.28	d1hsja1	1hsj A:373-487
87784	px	a.4.5.28	d1p4xa1	1p4x A:1-125
87785	px	a.4.5.28	d1p4xa2	1p4x A:126-250
98437	px	a.4.5.28	d1s3ja_	1s3j A:
99159	px	a.4.5.28	d1ub9a_	1ub9 A:
132358	px	a.4.5.28	d2etha1	2eth A:1-140
136678	px	a.4.5.28	d2hr3a1	2hr3 A:2-146
133246	px	a.4.5.28	d2fbia1	2fbi A:5-140
124736	px	a.4.5.28	d1z91a1	1z91 A:8-144
133245	px	a.4.5.28	d2fbha1	2fbh A:8-144
134304	px	a.4.5.28	d2fxaa1	2fxa A:6-167
126187	px	a.4.5.28	d2a61a1	2a61 A:5-143
133247	px	a.4.5.28	d2fbka1	2fbk A:8-179
146218	px	a.4.5.28	d2bv6a1	2bv6 A:5-140
156979	px	a.4.5.28	d3ctaa1	3cta A:5-89
155517	px	a.4.5.28	d3broa1	3bro A:3-137
77544	px	a.4.5.36	d1ku9a_	1ku9 A:
94187	px	a.4.5.39	d1p6ra_	1p6r A:
105428	px	a.4.5.39	d1sd4a_	1sd4 A:
147097	px	a.4.5.39	d2g9wa1	2g9w A:3-124
16111	px	a.4.5.6	d1hw1a1	1hw1 A:5-78
119835	px	a.4.5.6	d1v4ra1	1v4r A:1-100
155693	px	a.4.5.6	d3bwga1	3bwg A:5-82
147379	px	a.4.5.6	d2hs5a1	2hs5 A:25-93
94090	px	a.4.5.40	d1p4aa1	1p4a A:2-74
16116	px	a.4.5.7	d1bm9a_	1bm9 A:
83764	px	a.4.5.37	d1ixca1	1ixc A:1-89
132333	px	a.4.5.37	d2esna1	2esn A:3-91
16118	px	a.4.5.8	d1b9ma1	1b9m A:-1-126
16122	px	a.4.5.9	d1bjaa_	1bja A:
95580	px	a.4.5.41	d1q1ha_	1q1h A:
91497	px	a.4.5.42	d1mzba_	1mzb A:
16125	px	a.4.5.10	d1repc1	1rep C:15-143
16126	px	a.4.5.10	d1repc2	1rep C:144-246
83555	px	a.4.5.10	d1hkqa_	1hkq A:
148360	px	a.4.5.10	d2nrac1	2nra C:9-151
148361	px	a.4.5.10	d2nrac2	2nra C:152-268
62597	px	a.4.5.11	d1in4a1	1in4 A:255-329
16129	px	a.4.5.11	d1fnna1	1fnn A:277-388
114251	px	a.4.5.11	d1w5sa1	1w5s A:300-409
133809	px	a.4.5.11	d2fnaa1	2fna A:284-356
93760	px	a.4.5.43	d1oywa1	1oyw A:407-516
127495	px	a.4.5.43	d2axla1	2axl A:1-144
149270	px	a.4.5.43	d2p6ra1	2p6r A:404-488
73841	px	a.4.5.34	d1ldda_	1ldd A:
73847	px	a.4.5.34	d1ldja1	1ldj A:687-776
152809	px	a.4.5.35	d2v9va1	2v9v A:377-437
152810	px	a.4.5.35	d2v9va2	2v9v A:438-510
74278	px	a.4.5.35	d1lvaa3	1lva A:511-574
74279	px	a.4.5.35	d1lvaa4	1lva A:575-634
16131	px	a.4.5.12	d2foka1	2fok A:5-143
16132	px	a.4.5.12	d2foka2	2fok A:144-286
16133	px	a.4.5.12	d2foka3	2fok A:287-386
112195	px	a.4.5.27	d1t0fa1	1t0f A:169-268
59939	px	a.4.5.29	d1fp1d1	1fp1 D:19-128
59941	px	a.4.5.29	d1fp2a1	1fp2 A:8-108
96719	px	a.4.5.29	d1qzza1	1qzz A:10-101
16140	px	a.4.5.13	d1hsta_	1hst A:
99883	px	a.4.5.13	d1ussa_	1uss A:
16144	px	a.4.5.14	d1d5va_	1d5v A:
125938	px	a.4.5.14	d2a07f1	2a07 F:503-584
16148	px	a.4.5.15	d2bbya_	2bby A:
61555	px	a.4.5.30	d1i27a_	1i27 A:
16150	px	a.4.5.16	d1dpua_	1dpu A:
60006	px	a.4.5.31	d1fsha_	1fsh A:
81131	px	a.4.5.31	d1o7fa1	1o7f A:180-321
130778	px	a.4.5.31	d2csoa1	2cso A:8-122
100289	px	a.4.5.31	d1v3fa_	1v3f A:
16151	px	a.4.5.17	d1cf7a_	1cf7 A:
16152	px	a.4.5.17	d1cf7b_	1cf7 B:
16154	px	a.4.5.18	d1d8ka_	1d8k A:
122165	px	a.4.5.19	d1xmka1	1xmk A:294-366
16155	px	a.4.5.19	d1qbja_	1qbj A:
93729	px	a.4.5.19	d1oyia_	1oyi A:
105503	px	a.4.5.19	d1sfua_	1sfu A:
16159	px	a.4.5.20	d1dp7p_	1dp7 P:
72241	px	a.4.5.20	d1ka8a_	1ka8 A:
90525	px	a.4.5.21	d1gvja_	1gvj A:
16165	px	a.4.5.21	d1puee_	1pue E:
60934	px	a.4.5.21	d1hbxg_	1hbx G:
123768	px	a.4.5.21	d1yo5c1	1yo5 C:247-334
16172	px	a.4.5.22	d1hksa_	1hks A:
16174	px	a.4.5.22	d2htsa_	2hts A:
16185	px	a.4.5.23	d2irfg_	2irf G:
94973	px	a.4.5.44	d1pp7u_	1pp7 U:
137612	px	a.4.5.24	d2isya1	2isy A:2-64
87103	px	a.4.5.24	d1on2a1	1on2 A:2-62
99188	px	a.4.5.45	d1ucra_	1ucr A:
125073	px	a.4.5.46	d1zh5a1	1zh5 A:5-103
98373	px	a.4.5.46	d1s29a_	1s29 A:
130725	px	a.4.5.46	d2cqka1	2cqk A:43-130
16216	px	a.4.5.25	d1xgsa1	1xgs A:195-271
16223	px	a.4.5.25	d1b6aa1	1b6a A:375-448
107816	px	a.4.5.47	d1ufma_	1ufm A:
114663	px	a.4.5.47	d1wi9a_	1wi9 A:
106748	px	a.4.5.48	d1tbxa_	1tbx A:
149455	px	a.4.5.48	d2pg4a1	2pg4 A:1-92
146418	px	a.4.5.48	d2co5a1	2co5 A:5-93
104836	px	a.4.5.49	d1r7ja_	1r7j A:
105505	px	a.4.5.50	d1sfxa_	1sfx A:
131125	px	a.4.5.50	d2d1ha1	2d1h A:1-109
106009	px	a.4.5.51	d1stza1	1stz A:14-100
105131	px	a.4.5.53	d1rz4a1	1rz4 A:132-216
107684	px	a.4.5.54	d1u5ta1	1u5t A:20-164
107685	px	a.4.5.54	d1u5ta2	1u5t A:165-232
107686	px	a.4.5.54	d1u5tb1	1u5t B:396-489
107687	px	a.4.5.54	d1u5tb2	1u5t B:490-564
121832	px	a.4.5.54	d1xb4a1	1xb4 A:2-125
121833	px	a.4.5.54	d1xb4a2	1xb4 A:126-199
123648	px	a.4.5.55	d1ylfa1	1ylf A:5-142
124843	px	a.4.5.56	d1zara1	1zar A:2-90
114084	px	a.4.5.57	d1w1we_	1w1w E:
113297	px	a.4.5.58	d1ulya_	1uly A:
114692	px	a.4.5.59	d1wj5a_	1wj5 A:
112271	px	a.4.5.60	d1t6sa1	1t6s A:1-85
112272	px	a.4.5.60	d1t6sa2	1t6s A:86-162
115477	px	a.4.5.61	d1xmaa_	1xma A:
116681	px	a.4.5.61	d1yg2a_	1yg2 A:
132325	px	a.4.5.61	d2esha1	2esh A:4-117
115576	px	a.4.5.62	d1xn7a_	1xn7 A:
136639	px	a.4.5.63	d2hoea1	2hoe A:10-71
124298	px	a.4.5.63	d1z05a1	1z05 A:10-80
119196	px	a.4.5.65	d1t98a1	1t98 A:8-118
127641	px	a.4.5.66	d2b0la1	2b0l A:167-257
133225	px	a.4.5.68	d2fb1a1	2fb1 A:150-225
133778	px	a.4.5.68	d2fmla1	2fml A:205-268
134042	px	a.4.5.69	d2fswa1	2fsw A:3-104
132808	px	a.4.5.69	d2f2ea1	2f2e A:5-146
124672	px	a.4.5.69	d1z7ua1	1z7u A:1-108
124254	px	a.4.5.69	d1yyva1	1yyv A:9-122
147462	px	a.4.5.69	d2hzta1	2hzt A:4-98
148736	px	a.4.5.70	d2od5a1	2od5 A:6-96
148718	px	a.4.5.71	d2obpa1	2obp A:12-92
149315	px	a.4.5.72	d2p8ta1	2p8t A:14-82
147397	px	a.4.5.73	d2htja1	2htj A:1-73
147770	px	a.4.5.74	d2ipqx1	2ipq X:396-528
155739	px	a.4.5.75	d3bz6a1	3bz6 A:13-96
155740	px	a.4.5.75	d3bz6a2	3bz6 A:97-180
148381	px	a.4.5.76	d2ns0a1	2ns0 A:1-85
147283	px	a.4.5.77	d2hgca1	2hgc A:5-82
153426	px	a.4.5.78	d2vqca1	2vqc A:4-73
145773	px	a.4.5.79	d1s6la1	1s6l A:21-80
144786	px	a.4.5.80	d2a5yb1	2a5y B:386-543
146548	px	a.4.5.81	d2doaa1	2doa A:8-98
147131	px	a.4.5.82	d2gmga1	2gmg A:1-105
145994	px	a.4.5.83	d1zela1	1zel A:1-82
152721	px	a.4.5.84	d2v7fa1	2v7f A:2-150
146535	px	a.4.5.85	d2dk8a1	2dk8 A:8-75
146534	px	a.4.5.85	d2dk5a1	2dk5 A:8-85
16231	px	a.4.6.1	d1opca_	1opc A:
68596	px	a.4.6.1	d1kgsa1	1kgs A:124-225
70721	px	a.4.6.1	d1gxqa_	1gxq A:
87720	px	a.4.6.1	d1p2fa1	1p2f A:121-217
133367	px	a.4.6.1	d2ff4a1	2ff4 A:10-104
123961	px	a.4.6.1	d1ys7a1	1ys7 A:128-233
60000	px	a.4.6.2	d1fsea_	1fse A:
73541	px	a.4.6.2	d1l3la1	1l3l A:170-234
16234	px	a.4.6.2	d1a04a1	1a04 A:150-216
87783	px	a.4.6.2	d1p4wa_	1p4w A:
123326	px	a.4.6.2	d1yioa1	1yio A:131-200
16237	px	a.4.6.3	d1fc3a_	1fc3 A:
19009	px	a.4.12.1	d1jhga_	1jhg A:
77809	px	a.4.12.2	d1l8qa1	1l8q A:290-399
83981	px	a.4.12.2	d1j1va_	1j1v A:
148690	px	a.4.12.3	d2oa4a1	2oa4 A:1-93
120196	px	a.4.7.1	d1vq8i1	1vq8 I:71-140
156712	px	a.4.7.1	d3cjrb1	3cjr B:71-137
139949	px	a.4.8.1	d2uubr1	2uub R:19-88
16257	px	a.4.9.1	d1e3ha1	1e3h A:263-345
114651	px	a.4.9.1	d1whua_	1whu A:
68239	px	a.4.10.1	d1k6ya1	1k6y A:1-46
112735	px	a.4.11.1	d1twfj_	1twf J:
105781	px	a.4.13.1	d1smyf1	1smy F:258-318
97678	px	a.4.13.1	d1rp3a1	1rp3 A:87-163
73000	px	a.4.13.2	d1ku3a_	1ku3 A:
87332	px	a.4.13.2	d1or7a1	1or7 A:120-187
73405	px	a.4.13.2	d1l0oc_	1l0o C:
97679	px	a.4.13.2	d1rp3a2	1rp3 A:164-234
116003	px	a.4.13.3	d1xsva_	1xsv A:
104823	px	a.4.14.1	d1r71a_	1r71 A:
108929	px	a.4.14.1	d1vz0a1	1vz0 A:116-208
111907	px	a.4.15.1	d1rq6a_	1rq6 A:
130726	px	a.159.2.1	d2cqna1	2cqn A:743-806
100222	px	a.159.2.1	d1uzca_	1uzc A:
146551	px	a.159.2.1	d2dofa1	2dof A:888-959
146550	px	a.159.2.1	d2doea1	2doe A:784-853
146549	px	a.159.2.1	d2doda1	2dod A:651-719
146091	px	a.159.2.1	d2b7ea1	2b7e A:4-59
75801	px	a.159.1.1	d1a6qa1	1a6q A:297-368
98715	px	a.159.3.1	d1s7za_	1s7z A:
104479	px	a.159.4.1	d1q1va_	1q1v A:
119683	px	a.159.5.1	d1uj8a1	1uj8 A:13-76
16273	px	a.5.1.1	d1cuka1	1cuk A:156-203
16280	px	a.5.1.1	d1bvsa1	1bvs A:148-203
76932	px	a.5.1.1	d1ixsa_	1ixs A:
96629	px	a.5.2.1	d1qzea1	1qze A:160-200
16289	px	a.5.2.1	d1dv0a_	1dv0 A:
94696	px	a.5.2.1	d1pgya_	1pgy A:
107295	px	a.5.2.1	d1ttea1	1tte A:161-215
108528	px	a.5.2.1	d1vdla_	1vdl A:
113634	px	a.5.2.1	d1vega_	1veg A:
113636	px	a.5.2.1	d1veka_	1vek A:
114680	px	a.5.2.1	d1wiva_	1wiv A:
113640	px	a.5.2.1	d1vg5a_	1vg5 A:
114617	px	a.5.2.1	d1wgna_	1wgn A:
131352	px	a.5.2.1	d2daha1	2dah A:8-48
157994	px	a.5.2.1	d3e46a1	3e46 A:157-198
130707	px	a.5.2.1	d2cpwa1	2cpw A:8-58
120976	px	a.5.2.1	d1wj7a1	1wj7 A:8-98
131555	px	a.5.2.1	d2dkla1	2dkl A:8-79
130741	px	a.5.2.1	d2crna1	2crn A:8-58
130695	px	a.5.2.1	d2cp8a1	2cp8 A:8-48
130683	px	a.5.2.1	d2cosa1	2cos A:8-48
145960	px	a.5.2.1	d1z96a1	1z96 A:295-332
145181	px	a.5.2.1	d2g3qa1	2g3q A:1339-1381
58975	px	a.5.2.2	d1efub3	1efu B:1-54
115057	px	a.5.2.2	d1xb2b1	1xb2 B:56-111
81255	px	a.5.2.3	d1oaia_	1oai A:
100531	px	a.5.2.3	d1v92a_	1v92 A:
85024	px	a.5.2.4	d1mn3a_	1mn3 A:
87413	px	a.5.2.4	d1otra_	1otr A:
114615	px	a.5.2.4	d1wgla_	1wgl A:
131521	px	a.5.2.4	d2di0a1	2di0 A:8-70
86249	px	a.5.7.1	d1nvma1	1nvm A:291-341
105960	px	a.5.7.1	d1sr9a1	1sr9 A:437-491
105057	px	a.5.7.2	d1rqba1	1rqb A:307-474
16290	px	a.5.3.1	d1auaa1	1aua A:4-96
97099	px	a.5.3.1	d1r5la1	1r5l A:25-90
104008	px	a.5.3.1	d1olma1	1olm A:1-75
16291	px	a.5.4.1	d1enwa_	1enw A:
16298	px	a.5.6.1	d1eija_	1eij A:
130742	px	a.5.6.1	d2crua1	2cru A:8-112
