     1	   0.0%	   3.0%	620
     1	   0.0%	   3.0%	619
     1	   0.0%	   3.0%	618
     2	   0.0%	   3.0%	616
     1	   0.0%	   3.0%	614
     3	   0.0%	   3.1%	611
     2	   0.0%	   3.1%	610
     3	   0.0%	   3.1%	606
     2	   0.0%	   3.2%	605
     1	   0.0%	   3.2%	603
     3	   0.0%	   3.2%	602
     3	   0.0%	   3.3%	601
     2	   0.0%	   3.3%	600
     1	   0.0%	   3.3%	599
     1	   0.0%	   3.3%	598
     1	   0.0%	   3.3%	597
     2	   0.0%	   3.4%	596
     2	   0.0%	   3.4%	595
     1	   0.0%	   3.4%	592
     3	   0.0%	   3.4%	591
     1	   0.0%	   3.4%	589
     6	   0.1%	   3.5%	588
     2	   0.0%	   3.6%	587
     1	   0.0%	   3.6%	586
     4	   0.1%	   3.6%	585
     1	   0.0%	   3.6%	584
     3	   0.0%	   3.7%	583
     1	   0.0%	   3.7%	582
     3	   0.0%	   3.7%	581
     4	   0.1%	   3.8%	580
     2	   0.0%	   3.8%	578
     5	   0.1%	   3.9%	577
     3	   0.0%	   3.9%	576
     3	   0.0%	   4.0%	574
     3	   0.0%	   4.0%	573
     2	   0.0%	   4.0%	572
     3	   0.0%	   4.1%	570
     1	   0.0%	   4.1%	569
     1	   0.0%	   4.1%	568
     2	   0.0%	   4.1%	566
     1	   0.0%	   4.1%	565
     4	   0.1%	   4.2%	564
     1	   0.0%	   4.2%	562
     1	   0.0%	   4.2%	561
     2	   0.0%	   4.3%	560
     2	   0.0%	   4.3%	559
     5	   0.1%	   4.4%	558
     2	   0.0%	   4.4%	557
     1	   0.0%	   4.4%	556
     1	   0.0%	   4.4%	554
     2	   0.0%	   4.4%	553
     1	   0.0%	   4.4%	552
     1	   0.0%	   4.5%	551
     2	   0.0%	   4.5%	550
     2	   0.0%	   4.5%	549
     3	   0.0%	   4.6%	548
     2	   0.0%	   4.6%	547
     1	   0.0%	   4.6%	546
     1	   0.0%	   4.6%	545
     1	   0.0%	   4.6%	544
     2	   0.0%	   4.7%	543
     2	   0.0%	   4.7%	542
     2	   0.0%	   4.7%	541
     5	   0.1%	   4.8%	540
     3	   0.0%	   4.8%	539
     1	   0.0%	   4.8%	538
     1	   0.0%	   4.8%	537
     4	   0.1%	   4.9%	536
     3	   0.0%	   4.9%	535
     3	   0.0%	   5.0%	534
     2	   0.0%	   5.0%	533
     2	   0.0%	   5.0%	532
     3	   0.0%	   5.1%	531
     1	   0.0%	   5.1%	530
     1	   0.0%	   5.1%	529
     2	   0.0%	   5.1%	527
     3	   0.0%	   5.2%	525
     2	   0.0%	   5.2%	524
     4	   0.1%	   5.3%	523
     3	   0.0%	   5.3%	522
     3	   0.0%	   5.3%	521
     2	   0.0%	   5.4%	520
     3	   0.0%	   5.4%	519
     3	   0.0%	   5.5%	518
     6	   0.1%	   5.5%	517
     4	   0.1%	   5.6%	516
     1	   0.0%	   5.6%	515
     2	   0.0%	   5.6%	514
     4	   0.1%	   5.7%	513
     1	   0.0%	   5.7%	512
     1	   0.0%	   5.7%	511
     3	   0.0%	   5.8%	510
     6	   0.1%	   5.8%	509
     3	   0.0%	   5.9%	508
     3	   0.0%	   5.9%	507
     2	   0.0%	   5.9%	505
     3	   0.0%	   6.0%	504
     3	   0.0%	   6.0%	503
     2	   0.0%	   6.1%	502
     5	   0.1%	   6.1%	501
     4	   0.1%	   6.2%	500
     8	   0.1%	   6.3%	499
     6	   0.1%	   6.4%	498
     4	   0.1%	   6.4%	497
     2	   0.0%	   6.5%	496
     2	   0.0%	   6.5%	495
     3	   0.0%	   6.5%	494
     3	   0.0%	   6.6%	493
     4	   0.1%	   6.6%	492
     4	   0.1%	   6.7%	491
     5	   0.1%	   6.7%	490
     1	   0.0%	   6.8%	489
     2	   0.0%	   6.8%	488
     6	   0.1%	   6.9%	487
     5	   0.1%	   6.9%	485
     7	   0.1%	   7.0%	484
     8	   0.1%	   7.1%	483
     4	   0.1%	   7.2%	482
     5	   0.1%	   7.3%	481
     6	   0.1%	   7.3%	480
     3	   0.0%	   7.4%	479
     5	   0.1%	   7.5%	478
     1	   0.0%	   7.5%	477
     4	   0.1%	   7.5%	476
     4	   0.1%	   7.6%	475
     4	   0.1%	   7.6%	474
     2	   0.0%	   7.7%	473
     3	   0.0%	   7.7%	472
     2	   0.0%	   7.7%	471
     4	   0.1%	   7.8%	470
     3	   0.0%	   7.8%	469
     2	   0.0%	   7.9%	468
     5	   0.1%	   7.9%	467
     1	   0.0%	   7.9%	466
     5	   0.1%	   8.0%	465
     3	   0.0%	   8.0%	464
     5	   0.1%	   8.1%	463
     1	   0.0%	   8.1%	462
     5	   0.1%	   8.2%	461
     2	   0.0%	   8.2%	460
     4	   0.1%	   8.3%	459
     6	   0.1%	   8.4%	458
     4	   0.1%	   8.4%	457
     9	   0.1%	   8.5%	456
     3	   0.0%	   8.6%	455
     4	   0.1%	   8.6%	454
     2	   0.0%	   8.7%	453
     7	   0.1%	   8.8%	452
     3	   0.0%	   8.8%	451
     6	   0.1%	   8.9%	450
     6	   0.1%	   9.0%	449
     3	   0.0%	   9.0%	448
     8	   0.1%	   9.1%	447
     4	   0.1%	   9.2%	446
     1	   0.0%	   9.2%	445
     3	   0.0%	   9.2%	444
     1	   0.0%	   9.2%	443
     5	   0.1%	   9.3%	442
     6	   0.1%	   9.4%	441
     6	   0.1%	   9.5%	440
     6	   0.1%	   9.6%	439
     9	   0.1%	   9.7%	438
     7	   0.1%	   9.8%	437
     6	   0.1%	   9.9%	436
     5	   0.1%	   9.9%	435
     7	   0.1%	  10.0%	434
     5	   0.1%	  10.1%	433
     4	   0.1%	  10.1%	432
     6	   0.1%	  10.2%	431
     5	   0.1%	  10.3%	430
     2	   0.0%	  10.3%	429
     6	   0.1%	  10.4%	428
     7	   0.1%	  10.5%	427
     2	   0.0%	  10.5%	426
     6	   0.1%	  10.6%	425
     8	   0.1%	  10.7%	424
     5	   0.1%	  10.8%	423
     5	   0.1%	  10.9%	422
     9	   0.1%	  11.0%	421
     8	   0.1%	  11.1%	420
     6	   0.1%	  11.2%	419
     2	   0.0%	  11.2%	418
     3	   0.0%	  11.2%	417
     6	   0.1%	  11.3%	416
     6	   0.1%	  11.4%	415
     4	   0.1%	  11.5%	414
     6	   0.1%	  11.5%	413
    10	   0.1%	  11.7%	412
     5	   0.1%	  11.8%	411
     5	   0.1%	  11.8%	410
     6	   0.1%	  11.9%	409
     3	   0.0%	  11.9%	408
     3	   0.0%	  12.0%	407
     4	   0.1%	  12.0%	406
     2	   0.0%	  12.1%	405
    11	   0.2%	  12.2%	404
     3	   0.0%	  12.3%	403
     7	   0.1%	  12.4%	402
    11	   0.2%	  12.5%	401
     8	   0.1%	  12.6%	400
     6	   0.1%	  12.7%	399
    10	   0.1%	  12.8%	398
    12	   0.2%	  13.0%	397
     8	   0.1%	  13.1%	396
     5	   0.1%	  13.2%	395
     8	   0.1%	  13.3%	394
     7	   0.1%	  13.4%	393
     6	   0.1%	  13.5%	392
     5	   0.1%	  13.5%	391
    13	   0.2%	  13.7%	390
     5	   0.1%	  13.8%	389
    11	   0.2%	  13.9%	388
     3	   0.0%	  14.0%	387
     6	   0.1%	  14.1%	386
     8	   0.1%	  14.2%	385
     9	   0.1%	  14.3%	384
    10	   0.1%	  14.4%	383
    12	   0.2%	  14.6%	382
     8	   0.1%	  14.7%	381
    12	   0.2%	  14.9%	380
     8	   0.1%	  15.0%	379
    10	   0.1%	  15.1%	378
     5	   0.1%	  15.2%	377
     7	   0.1%	  15.3%	376
     8	   0.1%	  15.4%	375
    13	   0.2%	  15.6%	374
     6	   0.1%	  15.7%	373
     5	   0.1%	  15.7%	372
     6	   0.1%	  15.8%	371
    10	   0.1%	  15.9%	370
     9	   0.1%	  16.1%	369
     7	   0.1%	  16.2%	368
     7	   0.1%	  16.3%	367
    12	   0.2%	  16.4%	366
     8	   0.1%	  16.5%	365
    10	   0.1%	  16.7%	364
     8	   0.1%	  16.8%	363
    11	   0.2%	  16.9%	362
     7	   0.1%	  17.0%	361
    12	   0.2%	  17.2%	360
     7	   0.1%	  17.3%	359
     5	   0.1%	  17.4%	358
     5	   0.1%	  17.4%	357
     8	   0.1%	  17.5%	356
     8	   0.1%	  17.6%	355
     9	   0.1%	  17.8%	354
     7	   0.1%	  17.9%	353
     7	   0.1%	  18.0%	352
    11	   0.2%	  18.1%	351
     5	   0.1%	  18.2%	350
    12	   0.2%	  18.3%	349
     9	   0.1%	  18.5%	348
    11	   0.2%	  18.6%	347
    13	   0.2%	  18.8%	346
     8	   0.1%	  18.9%	345
    13	   0.2%	  19.1%	344
     8	   0.1%	  19.2%	343
    10	   0.1%	  19.3%	342
     5	   0.1%	  19.4%	341
    14	   0.2%	  19.6%	340
    10	   0.1%	  19.7%	339
     8	   0.1%	  19.8%	338
    10	   0.1%	  20.0%	337
     7	   0.1%	  20.1%	336
    11	   0.2%	  20.2%	335
     9	   0.1%	  20.3%	334
     8	   0.1%	  20.5%	333
    14	   0.2%	  20.7%	332
    10	   0.1%	  20.8%	331
     9	   0.1%	  20.9%	330
     5	   0.1%	  21.0%	329
     9	   0.1%	  21.1%	328
    12	   0.2%	  21.3%	327
    11	   0.2%	  21.4%	326
    12	   0.2%	  21.6%	325
    12	   0.2%	  21.7%	324
     6	   0.1%	  21.8%	323
    10	   0.1%	  22.0%	322
    13	   0.2%	  22.1%	321
    12	   0.2%	  22.3%	320
     9	   0.1%	  22.4%	319
    12	   0.2%	  22.6%	318
    19	   0.3%	  22.9%	317
    14	   0.2%	  23.1%	316
     8	   0.1%	  23.2%	315
     8	   0.1%	  23.3%	314
    12	   0.2%	  23.4%	313
    12	   0.2%	  23.6%	312
    15	   0.2%	  23.8%	311
     7	   0.1%	  23.9%	310
    10	   0.1%	  24.0%	309
    18	   0.2%	  24.3%	308
    13	   0.2%	  24.5%	307
    14	   0.2%	  24.7%	306
    17	   0.2%	  24.9%	305
    10	   0.1%	  25.0%	304
     8	   0.1%	  25.1%	303
    10	   0.1%	  25.3%	302
     7	   0.1%	  25.4%	301
     5	   0.1%	  25.4%	300
    17	   0.2%	  25.7%	299
    17	   0.2%	  25.9%	298
    11	   0.2%	  26.1%	297
    10	   0.1%	  26.2%	296
    14	   0.2%	  26.4%	295
     7	   0.1%	  26.5%	294
    14	   0.2%	  26.7%	293
    14	   0.2%	  26.9%	292
    11	   0.2%	  27.0%	291
    16	   0.2%	  27.2%	290
    11	   0.2%	  27.4%	289
    11	   0.2%	  27.5%	288
    14	   0.2%	  27.7%	287
     7	   0.1%	  27.8%	286
    16	   0.2%	  28.1%	285
    11	   0.2%	  28.2%	284
    12	   0.2%	  28.4%	283
    15	   0.2%	  28.6%	282
    15	   0.2%	  28.8%	281
    10	   0.1%	  28.9%	280
    13	   0.2%	  29.1%	279
    12	   0.2%	  29.3%	278
    11	   0.2%	  29.4%	277
    11	   0.2%	  29.6%	276
    11	   0.2%	  29.7%	275
    17	   0.2%	  29.9%	274
    11	   0.2%	  30.1%	273
    11	   0.2%	  30.2%	272
    13	   0.2%	  30.4%	271
    18	   0.2%	  30.7%	270
    23	   0.3%	  31.0%	269
    13	   0.2%	  31.2%	268
    12	   0.2%	  31.3%	267
    13	   0.2%	  31.5%	266
    13	   0.2%	  31.7%	265
     8	   0.1%	  31.8%	264
     8	   0.1%	  31.9%	263
    11	   0.2%	  32.1%	262
    12	   0.2%	  32.2%	261
    23	   0.3%	  32.5%	260
    14	   0.2%	  32.7%	259
    16	   0.2%	  33.0%	258
    11	   0.2%	  33.1%	257
    16	   0.2%	  33.3%	256
    19	   0.3%	  33.6%	255
    19	   0.3%	  33.8%	254
    18	   0.2%	  34.1%	253
    12	   0.2%	  34.3%	252
    14	   0.2%	  34.5%	251
    14	   0.2%	  34.6%	250
    13	   0.2%	  34.8%	249
    14	   0.2%	  35.0%	248
     8	   0.1%	  35.1%	247
    13	   0.2%	  35.3%	246
    12	   0.2%	  35.5%	245
    21	   0.3%	  35.8%	244
    14	   0.2%	  35.9%	243
    14	   0.2%	  36.1%	242
    13	   0.2%	  36.3%	241
    24	   0.3%	  36.6%	240
    13	   0.2%	  36.8%	239
    21	   0.3%	  37.1%	238
    14	   0.2%	  37.3%	237
    10	   0.1%	  37.4%	236
    15	   0.2%	  37.6%	235
    11	   0.2%	  37.8%	234
    13	   0.2%	  38.0%	233
    10	   0.1%	  38.1%	232
     9	   0.1%	  38.2%	231
    18	   0.2%	  38.5%	230
    10	   0.1%	  38.6%	229
    18	   0.2%	  38.9%	228
    11	   0.2%	  39.0%	227
    25	   0.3%	  39.4%	226
    17	   0.2%	  39.6%	225
    17	   0.2%	  39.8%	224
    17	   0.2%	  40.1%	223
    18	   0.2%	  40.3%	222
    19	   0.3%	  40.6%	221
    22	   0.3%	  40.9%	220
    15	   0.2%	  41.1%	219
    15	   0.2%	  41.3%	218
    21	   0.3%	  41.6%	217
    19	   0.3%	  41.8%	216
    17	   0.2%	  42.1%	215
    15	   0.2%	  42.3%	214
    22	   0.3%	  42.6%	213
    21	   0.3%	  42.9%	212
    19	   0.3%	  43.1%	211
    11	   0.2%	  43.3%	210
    12	   0.2%	  43.4%	209
    21	   0.3%	  43.7%	208
    21	   0.3%	  44.0%	207
    26	   0.4%	  44.4%	206
    25	   0.3%	  44.7%	205
    12	   0.2%	  44.9%	204
    10	   0.1%	  45.0%	203
    13	   0.2%	  45.2%	202
    21	   0.3%	  45.5%	201
    20	   0.3%	  45.8%	200
    11	   0.2%	  45.9%	199
    19	   0.3%	  46.2%	198
    11	   0.2%	  46.3%	197
    20	   0.3%	  46.6%	196
    23	   0.3%	  46.9%	195
    16	   0.2%	  47.1%	194
    17	   0.2%	  47.4%	193
    23	   0.3%	  47.7%	192
    19	   0.3%	  47.9%	191
    18	   0.2%	  48.2%	190
    26	   0.4%	  48.6%	189
    21	   0.3%	  48.8%	188
    14	   0.2%	  49.0%	187
    22	   0.3%	  49.3%	186
    30	   0.4%	  49.7%	185
    21	   0.3%	  50.0%	184
    19	   0.3%	  50.3%	183
    18	   0.2%	  50.5%	182
    24	   0.3%	  50.9%	181
    20	   0.3%	  51.1%	180
    14	   0.2%	  51.3%	179
    20	   0.3%	  51.6%	178
    14	   0.2%	  51.8%	177
    22	   0.3%	  52.1%	176
    15	   0.2%	  52.3%	175
    16	   0.2%	  52.5%	174
    24	   0.3%	  52.9%	173
    16	   0.2%	  53.1%	172
    23	   0.3%	  53.4%	171
    20	   0.3%	  53.7%	170
    20	   0.3%	  53.9%	169
    18	   0.2%	  54.2%	168
    25	   0.3%	  54.5%	167
    18	   0.2%	  54.8%	166
    17	   0.2%	  55.0%	165
    18	   0.2%	  55.3%	164
    17	   0.2%	  55.5%	163
    15	   0.2%	  55.7%	162
    18	   0.2%	  56.0%	161
    22	   0.3%	  56.3%	160
    13	   0.2%	  56.4%	159
    26	   0.4%	  56.8%	158
    30	   0.4%	  57.2%	157
    32	   0.4%	  57.6%	156
    21	   0.3%	  57.9%	155
    24	   0.3%	  58.3%	154
    26	   0.4%	  58.6%	153
    27	   0.4%	  59.0%	152
    16	   0.2%	  59.2%	151
    33	   0.5%	  59.7%	150
    22	   0.3%	  60.0%	149
    17	   0.2%	  60.2%	148
    34	   0.5%	  60.7%	147
    27	   0.4%	  61.0%	146
    28	   0.4%	  61.4%	145
    29	   0.4%	  61.8%	144
    18	   0.2%	  62.1%	143
    26	   0.4%	  62.4%	142
    31	   0.4%	  62.8%	141
    23	   0.3%	  63.2%	140
    26	   0.4%	  63.5%	139
    23	   0.3%	  63.8%	138
    34	   0.5%	  64.3%	137
    24	   0.3%	  64.6%	136
    25	   0.3%	  65.0%	135
    24	   0.3%	  65.3%	134
    29	   0.4%	  65.7%	133
    34	   0.5%	  66.2%	132
    32	   0.4%	  66.6%	131
    38	   0.5%	  67.1%	130
    29	   0.4%	  67.5%	129
    28	   0.4%	  67.9%	128
    33	   0.5%	  68.4%	127
    31	   0.4%	  68.8%	126
    28	   0.4%	  69.2%	125
    35	   0.5%	  69.7%	124
    30	   0.4%	  70.1%	123
    30	   0.4%	  70.5%	122
    30	   0.4%	  70.9%	121
    26	   0.4%	  71.2%	120
    30	   0.4%	  71.7%	119
    39	   0.5%	  72.2%	118
    32	   0.4%	  72.6%	117
    28	   0.4%	  73.0%	116
    34	   0.5%	  73.5%	115
    33	   0.5%	  73.9%	114
    30	   0.4%	  74.4%	113
    34	   0.5%	  74.8%	112
    28	   0.4%	  75.2%	111
    30	   0.4%	  75.6%	110
    24	   0.3%	  75.9%	109
    34	   0.5%	  76.4%	108
    36	   0.5%	  76.9%	107
    32	   0.4%	  77.3%	106
    36	   0.5%	  77.8%	105
    41	   0.6%	  78.4%	104
    38	   0.5%	  78.9%	103
    32	   0.4%	  79.4%	102
    28	   0.4%	  79.7%	101
    31	   0.4%	  80.2%	100
    37	   0.5%	  80.7%	99
    35	   0.5%	  81.2%	98
    36	   0.5%	  81.7%	97
    25	   0.3%	  82.0%	96
    35	   0.5%	  82.5%	95
    26	   0.4%	  82.8%	94
    28	   0.4%	  83.2%	93
    34	   0.5%	  83.7%	92
    26	   0.4%	  84.0%	91
    24	   0.3%	  84.4%	90
    31	   0.4%	  84.8%	89
    34	   0.5%	  85.3%	88
    40	   0.5%	  85.8%	87
    28	   0.4%	  86.2%	86
    32	   0.4%	  86.6%	85
    21	   0.3%	  86.9%	84
    29	   0.4%	  87.3%	83
    29	   0.4%	  87.7%	82
    30	   0.4%	  88.1%	81
    29	   0.4%	  88.5%	80
    28	   0.4%	  88.9%	79
    26	   0.4%	  89.3%	78
    29	   0.4%	  89.7%	77
    30	   0.4%	  90.1%	76
    22	   0.3%	  90.4%	75
    26	   0.4%	  90.7%	74
    29	   0.4%	  91.1%	73
    23	   0.3%	  91.5%	72
    17	   0.2%	  91.7%	71
    22	   0.3%	  92.0%	70
    17	   0.2%	  92.2%	69
    32	   0.4%	  92.7%	68
    22	   0.3%	  93.0%	67
    18	   0.2%	  93.2%	66
    17	   0.2%	  93.5%	65
    16	   0.2%	  93.7%	64
    15	   0.2%	  93.9%	63
    24	   0.3%	  94.2%	62
    18	   0.2%	  94.5%	61
    27	   0.4%	  94.8%	60
    19	   0.3%	  95.1%	59
    16	   0.2%	  95.3%	58
    12	   0.2%	  95.5%	57
    13	   0.2%	  95.6%	56
    15	   0.2%	  95.9%	55
    12	   0.2%	  96.0%	54
     9	   0.1%	  96.1%	53
    13	   0.2%	  96.3%	52
     9	   0.1%	  96.4%	51
    18	   0.2%	  96.7%	50
     8	   0.1%	  96.8%	49
    11	   0.2%	  97.0%	48
    13	   0.2%	  97.1%	47
    13	   0.2%	  97.3%	46
    10	   0.1%	  97.4%	45
     7	   0.1%	  97.5%	44
    11	   0.2%	  97.7%	43
     8	   0.1%	  97.8%	42
    11	   0.2%	  98.0%	41
     8	   0.1%	  98.1%	40
     7	   0.1%	  98.2%	39
    10	   0.1%	  98.3%	38
    17	   0.2%	  98.5%	37
    14	   0.2%	  98.7%	36
     9	   0.1%	  98.8%	35
     7	   0.1%	  98.9%	34
     9	   0.1%	  99.1%	33
    11	   0.2%	  99.2%	32
    15	   0.2%	  99.4%	31
     9	   0.1%	  99.5%	30
     6	   0.1%	  99.6%	29
     6	   0.1%	  99.7%	28
     6	   0.1%	  99.8%	27
     3	   0.0%	  99.8%	26
     2	   0.0%	  99.9%	25
     3	   0.0%	  99.9%	24
     3	   0.0%	  99.9%	21
     1	   0.0%	 100.0%	17
     1	   0.0%	 100.0%	15
     1	   0.0%	 100.0%	13
     1	   0.0%	 100.0%	11
      	       	=======
      	       	 100.0%  full_chains.fa

Min 11, Max 1491, Mean 227.5, median 184.0
