d2bbkh_ b.69 d1qksa2 b.70 5.65e-09
d2hqsa1 b.68 d1erja_ b.69 5.788e-09
d1nr0a2 b.69 d1rwia_ b.68 6.031e-09
d1jmxb_ b.69 d1zgka1 b.68 6.244e-09
d2bgra1 b.70 d1qfma1 b.69 6.412e-09
d1l0qa2 b.69 d2hqsa1 b.68 6.447e-09
d1pbyb_ b.69 d1npea_ b.68 6.858e-09
d2ghsa1 b.68 d1nr0a2 b.69 7.099e-09
d1qksa2 b.70 d1nr0a1 b.69 7.295e-09
d1npea_ b.68 d1vyhc1 b.69 7.375e-09
d1erja_ b.69 d1qksa2 b.70 8.045e-09
d1npea_ b.68 d1p22a2 b.69 9.109e-09
d2hqsa1 b.68 d2hu7a1 b.69 9.126e-09
d2ivda1 c.3 d1i8ta1 c.4 9.343e-09
d1qfma1 b.69 d2bgra1 b.70 9.421e-09
d1npea_ b.68 d1gxra_ b.69 9.603e-09
d1npea_ b.68 d2pbib_ b.69 9.603e-09
d1q7fa_ b.68 d1sq9a_ b.69 1.011e-08
d2hqsa1 b.68 d1pbyb_ b.69 1.062e-08
d2ovrb2 b.69 d1qksa2 b.70 1.081e-08
d2hqsa1 b.68 d1nr0a2 b.69 1.117e-08
d1npea_ b.68 d1qksa2 b.70 1.25e-08
d1pbyb_ b.69 d2hqsa1 b.68 1.251e-08
d1ri6a_ b.69 d1npea_ b.68 1.251e-08
d1ijqa1 b.68 d1pbyb_ b.69 1.263e-08
d1nexb2 b.69 d1kb0a2 b.70 1.278e-08
d1nr0a1 b.69 d1qksa2 b.70 1.322e-08
d1gtea4 c.4 d1xdia1 c.3 1.375e-08
d1qksa2 b.70 d1npea_ b.68 1.377e-08
d2bi7a1 c.4 d2iida1 c.3 1.393e-08
d1npea_ b.68 d2bbkh_ b.69 1.465e-08
d1gtea4 c.4 d3grsa1 c.3 1.466e-08
d1nr0a2 b.69 d2hqsa1 b.68 1.477e-08
d1k8kc_ b.69 d1q7fa_ b.68 1.499e-08
d2hqsa1 b.68 d1qfma1 b.69 1.513e-08
d1qksa2 b.70 d1nexb2 b.69 1.531e-08
d1gtea4 c.4 d1xhca1 c.3 1.563e-08
d2dg1a_ b.68 d1nr0a2 b.69 1.597e-08
d1sq9a_ b.69 d1q7fa_ b.68 1.694e-08
d1qksa2 b.70 d1yfqa_ b.69 1.702e-08
d1npea_ b.68 d1nr0a1 b.69 1.716e-08
d1kb0a2 b.70 d1l0qa2 b.69 1.76e-08
d1ryia1 c.3 d1ve9a1 c.4 1.784e-08
d1qksa2 b.70 d1p22a2 b.69 1.794e-08
d1crua_ b.68 d1l0qa2 b.69 1.802e-08
d2pbib_ b.69 d2hqsa1 b.68 1.87e-08
d2hqsa1 b.68 d1k32a3 b.69 1.949e-08
d1k32a3 b.69 d2hqsa1 b.68 2.036e-08
d1ri6a_ b.69 d1ijqa1 b.68 2.068e-08
d1xhca1 c.3 d1gtea4 c.4 2.127e-08
d1npea_ b.68 d1pgua1 b.69 2.235e-08
d1q7fa_ b.68 d1k8kc_ b.69 2.309e-08
d1vyhc1 b.69 d1npea_ b.68 2.341e-08
d1pgua1 b.69 d1npea_ b.68 2.348e-08
d1npea_ b.68 d1erja_ b.69 2.356e-08
d1q7fa_ b.68 d1p22a2 b.69 2.432e-08
d1v04a_ b.68 d1gxra_ b.69 2.463e-08
d1npea_ b.68 d1jofa_ b.69 2.483e-08
d1k32a3 b.69 d2bgra1 b.70 2.49e-08
d2p4oa1 b.68 d1l0qa2 b.69 2.586e-08
d1nr0a2 b.69 d1npea_ b.68 2.683e-08
d1qfma1 b.69 d2hqsa1 b.68 2.757e-08
d1npea_ b.68 d1qfma1 b.69 2.76e-08
d2hqsa1 b.68 d3emha_ b.69 2.777e-08
d2ovrb2 b.69 d1flga_ b.70 2.823e-08
d2ovrb2 b.69 d2vpja_ b.68 2.823e-08
d1nr0a2 b.69 d2dg1a_ b.68 2.963e-08
d3emha_ b.69 d1zgka1 b.68 3.02e-08
d3emha_ b.69 d2hqsa1 b.68 3.02e-08
d1erja_ b.69 d1npea_ b.68 3.042e-08
d1zgka1 b.68 d1jmxb_ b.69 3.059e-08
d1nr0a2 b.69 d2ghsa1 b.68 3.114e-08
d1nr0a1 b.69 d1npea_ b.68 3.189e-08
d1npea_ b.68 d1k8kc_ b.69 3.234e-08
d1i8ta1 c.4 d2dw4a2 c.3 3.271e-08
d1w6sa_ b.70 d1nexb2 b.69 3.299e-08
d2bgra1 b.70 d1k32a3 b.69 3.309e-08
d1l0qa2 b.69 d1zgka1 b.68 3.421e-08
d1i8ta1 c.4 d1s3ea1 c.3 3.477e-08
d2bi7a1 c.4 d1b5qa1 c.3 3.524e-08
d1nr0a1 b.69 d1q7fa_ b.68 3.537e-08
d1gxra_ b.69 d1npea_ b.68 3.747e-08
d1w8oa3 b.68 d1uypa2 b.67 3.808e-08
d2vpja_ b.68 d2ovrb2 b.69 3.909e-08
d2pbib_ b.69 d2ghsa1 b.68 4.066e-08
d2hu7a1 b.69 d2hqsa1 b.68 4.081e-08
d1gtea4 c.4 d1nhpa1 c.3 4.094e-08
d1npea_ b.68 d1jmxb_ b.69 4.21e-08
d2p4oa1 b.68 d1yfqa_ b.69 4.276e-08
d1q7fa_ b.68 d1nr0a1 b.69 4.289e-08
d1q7fa_ b.68 d2ovrb2 b.69 4.289e-08
d1l0qa2 b.69 d2ghsa1 b.68 4.372e-08
d1l0qa2 b.69 d2p4oa1 b.68 4.372e-08
d1k8kc_ b.69 d1npea_ b.68 4.515e-08
d1xdia1 c.3 d1gtea4 c.4 4.767e-08
d1w6sa_ b.70 d1gxra_ b.69 4.821e-08
d1ijqa1 b.68 d1jofa_ b.69 4.953e-08
d2ovrb2 b.69 d1npea_ b.68 5.022e-08
d2ovrb2 b.69 d1zgka1 b.68 5.022e-08
d1gxra_ b.69 d1v04a_ b.68 5.065e-08
d1pbyb_ b.69 d1zgka1 b.68 5.09e-08
d1nr0a2 b.69 d1ijqa1 b.68 5.122e-08
d1kb0a2 b.70 d1pbyb_ b.69 5.251e-08
d1s3ea1 c.3 d1i8ta1 c.4 5.313e-08
d2hqsa1 b.68 d1gxra_ b.69 5.36e-08
d1jofa_ b.69 d1npea_ b.68 5.48e-08
d1gxra_ b.69 d2hqsa1 b.68 5.601e-08
d1gtea4 c.4 d1q1ra1 c.3 5.643e-08
d2pbib_ b.69 d2p4oa1 b.68 5.671e-08
d1i8ta1 c.4 d1b5qa1 c.3 5.674e-08
d2bi7a1 c.4 d1d5ta1 c.3 5.782e-08
d1q7fa_ b.68 d1nexb2 b.69 5.846e-08
d1zgka1 b.68 d1l0qa2 b.69 5.958e-08
d1yfqa_ b.69 d1qksa2 b.70 6.207e-08
d1nhpa1 c.3 d1gtea4 c.4 6.368e-08
d1w6sa_ b.70 d1utca2 b.69 6.673e-08
d1ijqa1 b.68 d2ovrb2 b.69 6.875e-08
d1kb0a2 b.70 d1gxra_ b.69 6.902e-08
d1nexb2 b.69 d1qksa2 b.70 7.26e-08
d1gtea4 c.4 d1ojta1 c.3 7.294e-08
d2pbib_ b.69 d2dg1a_ b.68 7.483e-08
d2dw4a2 c.3 d1i8ta1 c.4 7.536e-08
d1zgka1 b.68 d2ovrb2 b.69 7.56e-08
d3sila_ b.68 d1y4wa2 b.67 7.561e-08
d1yfqa_ b.69 d2p4oa1 b.68 7.588e-08
d1ijqa1 b.68 d1vyhc1 b.69 7.67e-08
d1fwxa2 b.69 d2dg1a_ b.68 7.988e-08
d1oyga_ b.67 d1v04a_ b.68 8.371e-08
d2hqsa1 b.68 d1jmxb_ b.69 8.451e-08
d2ag4a_ b.95 d1nepa_ b.1 8.832e-08
d1b5qa1 c.3 d1i8ta1 c.4 8.843e-08
d2bi7a1 c.4 d2dw4a2 c.3 8.916e-08
d1ijqa1 b.68 d1fwxa2 b.69 9.037e-08
d1p22a2 b.69 d1npea_ b.68 9.118e-08
d1pbyb_ b.69 d1ijqa1 b.68 9.288e-08
d1pbyb_ b.69 d2vpja_ b.68 9.288e-08
d2iida1 c.3 d2bi7a1 c.4 9.847e-08
d2ghsa1 b.68 d3emha_ b.69 9.985e-08
d1kb0a2 b.70 d3emha_ b.69 1.012e-07
d1qksa2 b.70 d1nr0a2 b.69 1.029e-07
d1q7fa_ b.68 d2hu7a1 b.69 1.031e-07
d3grsa1 c.3 d1gtea4 c.4 1.051e-07
d1gtea4 c.4 d1v59a1 c.3 1.072e-07
d1qksa2 b.70 d1vyhc1 b.69 1.144e-07
d2pbib_ b.69 d2vpja_ b.68 1.166e-07
d2dg1a_ b.68 d1utca2 b.69 1.169e-07
d2ghsa1 b.68 d2pbib_ b.69 1.17e-07
d1q1ra1 c.3 d1gtea4 c.4 1.204e-07
d1rwia_ b.68 d1ri6a_ b.69 1.215e-07
d1jmxb_ b.69 d2hqsa1 b.68 1.238e-07
d1k32a3 b.69 d1zgka1 b.68 1.243e-07
d1ijqa1 b.68 d1pgua2 b.69 1.255e-07
d1pjxa_ b.68 d1l0qa2 b.69 1.275e-07
d1nexb2 b.69 d1q7fa_ b.68 1.317e-07
d1ijqa1 b.68 d1nr0a1 b.69 1.325e-07
d2hqsa1 b.68 d2pbib_ b.69 1.332e-07
d1p22a2 b.69 d1qksa2 b.70 1.335e-07
d1l0qa2 b.69 d2vpja_ b.68 1.352e-07
d1rwia_ b.68 d1gxra_ b.69 1.352e-07
d1kb0a2 b.70 d1p22a2 b.69 1.405e-07
d1v04a_ b.68 d1l0qa2 b.69 1.405e-07
d2dg1a_ b.68 d1nexb2 b.69 1.434e-07
d1pgua2 b.69 d1ijqa1 b.68 1.508e-07
d1jmxb_ b.69 d1npea_ b.68 1.51e-07
d1i8ta1 c.4 d1d5ta1 c.3 1.511e-07
d1d5ta1 c.3 d1i8ta1 c.4 1.517e-07
d1gxra_ b.69 d1pjxa_ b.68 1.53e-07
d1p22a2 b.69 d1q7fa_ b.68 1.54e-07
d1zgka1 b.68 d1pbyb_ b.69 1.544e-07
d1ijqa1 b.68 d2pbib_ b.69 1.561e-07
d1gtea4 c.4 d1mo9a1 c.3 1.576e-07
d1npea_ b.68 d1k32a3 b.69 1.576e-07
d1rwia_ b.68 d1erja_ b.69 1.588e-07
d2vdra_ b.69 d1q7fa_ b.68 1.602e-07
d1pgua1 b.69 d1q7fa_ b.68 1.626e-07
d1pjxa_ b.68 d1gxra_ b.69 1.629e-07
d1l0qa2 b.69 d1kb0a2 b.70 1.645e-07
d1ijqa1 b.68 d2bbkh_ b.69 1.649e-07
d2dg1a_ b.68 d1gxra_ b.69 1.671e-07
d3emha_ b.69 d1kb0a2 b.70 1.675e-07
d1erja_ b.69 d1kb0a2 b.70 1.76e-07
d1nepa_ b.1 d2ag4a_ b.95 1.768e-07
d1pgua2 b.69 d1npea_ b.68 1.776e-07
d1zgka1 b.68 d3emha_ b.69 1.781e-07
d1gtea4 c.4 d1d7ya1 c.3 1.791e-07
d2bbkh_ b.69 d1npea_ b.68 1.797e-07
d2vpja_ b.68 d1l0qa2 b.69 1.799e-07
d1d5ta1 c.3 d2bi7a1 c.4 1.808e-07
d1l0qa2 b.69 d1pjxa_ b.68 1.815e-07
d2dg1a_ b.68 d1l0qa2 b.69 1.85e-07
d1fwxa2 b.69 d1ijqa1 b.68 1.904e-07
d1qfma1 b.69 d1npea_ b.68 1.942e-07
d1nexb2 b.69 d1w6sa_ b.70 1.959e-07
d1nr0a2 b.69 d1zgka1 b.68 1.962e-07
d2ghsa1 b.68 d1yfqa_ b.69 1.985e-07
d2pbib_ b.69 d1ijqa1 b.68 2.031e-07
d1b5qa1 c.3 d2bi7a1 c.4 2.032e-07
d1p22a2 b.69 d1zgka1 b.68 2.049e-07
d1npea_ b.68 d1yfqa_ b.69 2.051e-07
d1nr0a2 b.69 d1pjxa_ b.68 2.062e-07
d1xhca1 c.3 d1ps9a3 c.4 2.064e-07
d1pbyb_ b.69 d1kb0a2 b.70 2.071e-07
d1ri6a_ b.69 d2vpja_ b.68 2.084e-07
d1uypa2 b.67 d1w8oa3 b.68 2.101e-07
d1jofa_ b.69 d1ijqa1 b.68 2.112e-07
d3emha_ b.69 d2ghsa1 b.68 2.155e-07
d2dg1a_ b.68 d3emha_ b.69 2.156e-07
d1gtea4 c.4 d1lvla1 c.3 2.172e-07
d3mkva2 c.1 d1v77a_ c.6 2.183e-07
d1q7fa_ b.68 d1xipa_ b.69 2.236e-07
d1ps9a3 c.4 d1xhca1 c.3 2.253e-07
d1gxra_ b.69 d1kb0a2 b.70 2.287e-07
d1ijqa1 b.68 d1qksa2 b.70 2.289e-07
d1mo9a1 c.3 d1gtea4 c.4 2.293e-07
d1erja_ b.69 d1rwia_ b.68 2.296e-07
d2ghsa1 b.68 d1gxra_ b.69 2.327e-07
d2ghsa1 b.68 d2ovrb2 b.69 2.327e-07
d3amra_ b.68 d1sq9a_ b.69 2.37e-07
d1ijqa1 b.68 d1k8kc_ b.69 2.418e-07
d1ri6a_ b.69 d1zgka1 b.68 2.423e-07
d1vyhc1 b.69 d1qksa2 b.70 2.442e-07
d2ovrb2 b.69 d1q7fa_ b.68 2.448e-07
d1pgua2 b.69 d1rwia_ b.68 2.462e-07
d1q7fa_ b.68 d1nr0a2 b.69 2.479e-07
d1q7fa_ b.68 d1pgua1 b.69 2.479e-07
d3emha_ b.69 d2dg1a_ b.68 2.507e-07
d1pbyb_ b.69 d1k32a2 b.68 2.53e-07
d1pjxa_ b.68 d1nr0a2 b.69 2.531e-07
d2ebsa1 b.69 d2hqsa1 b.68 2.531e-07
d1kb0a2 b.70 d1jmxb_ b.69 2.563e-07
d1fwxa2 b.69 d1npea_ b.68 2.637e-07
d1nexb2 b.69 d2dg1a_ b.68 2.638e-07
d1qksa2 b.70 d1jofa_ b.69 2.669e-07
d1qksa2 b.70 d1pgua1 b.69 2.669e-07
d1erja_ b.69 d2p4oa1 b.68 2.694e-07
d1ijqa1 b.68 d1p22a2 b.69 2.697e-07
d1jmxb_ b.69 d2vpja_ b.68 2.745e-07
d2p4oa1 b.68 d1gxra_ b.69 2.748e-07
d1w8oa3 b.68 d1y4wa2 b.67 2.788e-07
d1gxra_ b.69 d2dg1a_ b.68 2.796e-07
d1npea_ b.68 d1fwxa2 b.69 2.816e-07
d1npea_ b.68 d1sq9a_ b.69 2.816e-07
d1ojta1 c.3 d1gtea4 c.4 2.824e-07
d2vpja_ b.68 d1pbyb_ b.69 2.899e-07
d1npea_ b.68 d2hu7a1 b.69 2.969e-07
d1vyhc1 b.69 d1ijqa1 b.68 2.995e-07
d1kb0a2 b.70 d2bbkh_ b.69 3.019e-07
d1y4wa2 b.67 d3sila_ b.68 3.1e-07
d1ri6a_ b.69 d1rwia_ b.68 3.114e-07
d1nr0a1 b.69 d1ijqa1 b.68 3.118e-07
d1sq9a_ b.69 d3amra_ b.68 3.124e-07
d1qksa2 b.70 d1sq9a_ b.69 3.128e-07
d1k32a2 b.68 d2ovrb2 b.69 3.151e-07
d1vyhc1 b.69 d2hqsa1 b.68 3.151e-07
d1rwia_ b.68 d1pgua2 b.69 3.189e-07
d1npea_ b.68 d1pgua2 b.69 3.299e-07
d1kb0a2 b.70 d1erja_ b.69 3.368e-07
d1gxra_ b.69 d2p4oa1 b.68 3.418e-07
d1v59a1 c.3 d1gtea4 c.4 3.5e-07
d1v04a_ b.68 d1oyga_ b.67 3.532e-07
d2hqsa1 b.68 d2bbkh_ b.69 3.664e-07
d1k8kc_ b.69 d2hqsa1 b.68 3.685e-07
d2dg1a_ b.68 d2pbib_ b.69 3.78e-07
d1l0qa2 b.69 d1v04a_ b.68 3.79e-07
d1zgka1 b.68 d1p22a2 b.69 3.816e-07
d1k32a2 b.68 d1pbyb_ b.69 3.843e-07
d1ijqa1 b.68 d1erja_ b.69 3.954e-07
d2dg1a_ b.68 d1fwxa2 b.69 3.978e-07
d1k32a2 b.68 d1l0qa2 b.69 4.039e-07
d3emha_ b.69 d1k32a2 b.68 4.149e-07
d1pgua1 b.69 d1qksa2 b.70 4.168e-07
d2pbib_ b.69 d1rwia_ b.68 4.176e-07
d2pbib_ b.69 d3amra_ b.68 4.176e-07
d1gxra_ b.69 d1w6sa_ b.70 4.179e-07
d1kb0a2 b.70 d1vyhc1 b.69 4.192e-07
d1zgka1 b.68 d1k32a3 b.69 4.198e-07
d2hqsa1 b.68 d2bgra1 b.70 4.265e-07
d1fwxa2 b.69 d1rwia_ b.68 4.298e-07
d1erja_ b.69 d3amra_ b.68 4.348e-07
d2bgra1 b.70 d2bbkh_ b.69 4.392e-07
d2dg1a_ b.68 d2ovrb2 b.69 4.406e-07
d1w6sa_ b.70 d1erja_ b.69 4.446e-07
d2hqsa1 b.68 d1vyhc1 b.69 4.486e-07
d1nr0a2 b.69 d2vpja_ b.68 4.571e-07
d1k32a3 b.69 d1npea_ b.68 4.593e-07
d1l0qa2 b.69 d1crua_ b.68 4.612e-07
d1ijqa1 b.68 d1jmxb_ b.69 4.659e-07
d1ijqa1 b.68 d2ebsa1 b.69 4.659e-07
d1crua_ b.68 d1jmxb_ b.69 4.702e-07
d1qksa2 b.70 d1ijqa1 b.68 4.778e-07
d1v04a_ b.68 d1yfqa_ b.69 4.803e-07
d1q7fa_ b.68 d1pbyb_ b.69 4.849e-07
d1gtea4 c.4 d1h6va1 c.3 5.003e-07
d1nr0a2 b.69 d1qksa2 b.70 5.049e-07
d1zgka1 b.68 d1nr0a2 b.69 5.078e-07
d2dw4a2 c.3 d2bi7a1 c.4 5.091e-07
d1erja_ b.69 d2ghsa1 b.68 5.1e-07
d1q7fa_ b.68 d2vdra_ b.69 5.106e-07
d1gxra_ b.69 d1rwia_ b.68 5.109e-07
d2hu7a1 b.69 d1q7fa_ b.68 5.177e-07
d2pbib_ b.69 d1w6sa_ b.70 5.213e-07
d1w6sa_ b.70 d2pbib_ b.69 5.231e-07
d1nhpa1 c.3 d1cjca2 c.4 5.3e-07
d3emha_ b.69 d2p4oa1 b.68 5.338e-07
d1jofa_ b.69 d2dg1a_ b.68 5.375e-07
d1erja_ b.69 d1w6sa_ b.70 5.379e-07
d1yfqa_ b.69 d1npea_ b.68 5.383e-07
d1ri6a_ b.69 d1k32a2 b.68 5.411e-07
d1qfma1 b.69 d1xfda1 b.70 5.412e-07
d2ghsa1 b.68 d1pbyb_ b.69 5.422e-07
d2ebsa1 b.69 d1ijqa1 b.68 5.454e-07
d1sq9a_ b.69 d1npea_ b.68 5.482e-07
d2hqsa1 b.68 d1xfda1 b.70 5.492e-07
d1ps9a3 c.4 d3grsa1 c.3 5.493e-07
d2p4oa1 b.68 d2pbib_ b.69 5.556e-07
d1v04a_ b.68 d1nr0a2 b.69 5.601e-07
d1gxra_ b.69 d2ghsa1 b.68 5.649e-07
d1gtea4 c.4 d1feca1 c.3 5.688e-07
d1sq9a_ b.69 d1qksa2 b.70 5.77e-07
d1xipa_ b.69 d1q7fa_ b.68 5.829e-07
d1ps9a3 c.4 d1lvla1 c.3 5.854e-07
d1cjca2 c.4 d1nhpa1 c.3 5.916e-07
d1jofa_ b.69 d1qksa2 b.70 5.962e-07
d2dg1a_ b.68 d2hu7a1 b.69 5.984e-07
d2hqsa1 b.68 d1k8kc_ b.69 6.077e-07
d2ovrb2 b.69 d1k32a2 b.68 6.095e-07
d1l0qa2 b.69 d2dg1a_ b.68 6.192e-07
d1pgua2 b.69 d1q7fa_ b.68 6.214e-07
d1pgua2 b.69 d1qksa2 b.70 6.214e-07
d1k32a2 b.68 d1qfma1 b.69 6.316e-07
d1k32a2 b.68 d3emha_ b.69 6.316e-07
d2vpja_ b.68 d1ri6a_ b.69 6.524e-07
d3emha_ b.69 d2vpja_ b.68 6.53e-07
d2bgra1 b.70 d2hqsa1 b.68 6.537e-07
d2dg1a_ b.68 d1jofa_ b.69 6.627e-07
d1zgka1 b.68 d1ri6a_ b.69 6.758e-07
d2p4oa1 b.68 d2ovrb2 b.69 6.794e-07
d1w6sa_ b.70 d1l0qa2 b.69 6.859e-07
d1qksa2 b.70 d1pgua2 b.69 6.921e-07
d1qksa2 b.70 d1q7fa_ b.68 6.921e-07
d1y4wa2 b.67 d1w8oa3 b.68 6.924e-07
d1d7ya1 c.3 d1gtea4 c.4 6.928e-07
d1jofa_ b.69 d2hqsa1 b.68 6.967e-07
d1utca2 b.69 d2dg1a_ b.68 7.094e-07
d1nr0a2 b.69 d1q7fa_ b.68 7.153e-07
d1trba1 c.3 d1cjca2 c.4 7.212e-07
d1k32a2 b.68 d1ri6a_ b.69 7.332e-07
d1utca2 b.69 d1w6sa_ b.70 7.441e-07
d2p4oa1 b.68 d3emha_ b.69 7.513e-07
d1k8kc_ b.69 d1ijqa1 b.68 7.685e-07
d2pbib_ b.69 d1kb0a2 b.70 7.686e-07
d1w0pa3 b.68 d1y4wa2 b.67 7.787e-07
d2hqsa1 b.68 d1jofa_ b.69 7.826e-07
d1xfda1 b.70 d1qfma1 b.69 7.914e-07
d1yfqa_ b.69 d1v04a_ b.68 8.461e-07
d1yfqa_ b.69 d2vpja_ b.68 8.461e-07
d3amra_ b.68 d1nexb2 b.69 8.523e-07
d1qksa2 b.70 d1zgka1 b.68 8.553e-07
d1nr0a2 b.69 d1v04a_ b.68 8.727e-07
d1pbyb_ b.69 d1q7fa_ b.68 8.857e-07
d1p22a2 b.69 d2vpja_ b.68 8.968e-07
d1npea_ b.68 d1utca2 b.69 8.995e-07
d2dg1a_ b.68 d1ri6a_ b.69 9.002e-07
d1q7fa_ b.68 d1qksa2 b.70 9.008e-07
d1v77a_ c.6 d3mkva2 c.1 9.039e-07
d1l0qa2 b.69 d1k32a2 b.68 9.17e-07
d2ghsa1 b.68 d1erja_ b.69 9.2e-07
d1qfma1 b.69 d1k32a2 b.68 9.258e-07
d1rwia_ b.68 d1fwxa2 b.69 9.317e-07
d2ovrb2 b.69 d1ijqa1 b.68 9.388e-07
d3amra_ b.68 d1erja_ b.69 9.441e-07
d1w6sa_ b.70 d3emha_ b.69 9.494e-07
d1kb0a2 b.70 d1yfqa_ b.69 9.516e-07
d2vpja_ b.68 d1jmxb_ b.69 9.556e-07
d2hu7a1 b.69 d2vpja_ b.68 9.653e-07
d2p4oa1 b.68 d1nr0a2 b.69 9.661e-07
d2ebsa2 b.69 d1w8oa3 b.68 9.678e-07
d1fwxa2 b.69 d2p4oa1 b.68 9.702e-07
d1p22a2 b.69 d1kb0a2 b.70 9.865e-07
